PROVINCIA;MUNICIPIO;ESTACION;MAGNITUD;PUNTO_MUESTREO;ANNO;MES;DIA;H01;H02;H03;H04;H05;H06;H07;H08;H09;H10;H11;H12;H13;H14;H15;H16;H17;H18;H19;H20;H21;H22;H23;H24
10;37;1;30;10037001_30_59;2014;1;11;0.04;0.04;0.03;0.03;0.02;0.03;0.03;0.02;0.02;0.03;0.03;0.04;0.05;0.06;0.06;0.06;0.08;0.08;0.08;0.1;0.08;0.06;0.06;0.05
10;37;1;30;10037001_30_59;2014;3;13;0.17;0.15;0.1;0.12;0.12;0.13;0.1;0.1;0.12;0.13;0.15;0.17;0.18;0.18;0.18;0.07;0.03;0.17;0.19;0.18;0.18;0.2;0.19;0.17
10;37;1;30;10037001_30_59;2014;8;25;0.58;0.59;0.59;0.63;0.63;0.7;1.7;1.22;0.61;0.63;0.57;0.51;0.51;0.5;0.49;0.49;0.49;0.48;0.5;0.55;0.56;0.91;1.65;1.5
10;37;1;30;10037001_30_59;2014;4;18;0.02;0.02;0.02;0.02;0.02;0.03;0.03;0.04;0.04;0.02;0.02;0.02;0.02;0.02;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.04
10;37;1;30;10037001_30_59;2014;10;7;0.54;0.53;0.52;0.52;0.51;0.54;0.56;0.58;0.57;0.58;0.58;0.52;0.49;0.5;0.49;0.5;0.54;0.57;0.57;0.58;0.58;0.56;0.59;0.58
10;37;1;30;10037001_30_59;2014;2;28;0.14;0.14;0.14;0.13;0.13;0.11;0.12;0.08;0.17;0.11;0.14;0.12;0.13;0.13;0.14;0.14;0.15;0.12;0.14;0.15;0.13;0.14;0.14;0.14
10;37;1;30;10037001_30_59;2014;5;28;0.53;0.5;0.5;0.55;0.53;0.52;0.55;0.56;0.55;0.54;0.51;0.51;0.51;0.51;0.5;0.5;0.5;0.51;0.53;0.53;0.54;0.57;0.59;0.56
10;37;1;30;10037001_30_59;2014;2;14;0.07;0.06;0.06;0.06;0.06;0.05;0.06;0.05;0.05;0.05;0.06;0.05;0.06;0.5;0.05;0.48;0.05;0.51;0.49;0.56;0.95;0.54;0.95;1.01
10;37;1;30;10037001_30_59;2014;9;16;0.53;0.54;0.53;0.56;0.62;0.63;0.65;0.62;0.61;0.58;0.62;0.54;0.5;0.5;0.5;0.57;0.58;0.56;0.53;0.52;0.51;0.49;0.48;0.49
10;37;1;30;10037001_30_59;2014;6;18;0.59;0.62;0.63;0.68;0.58;0.63;0.77;0.77;0.73;0.67;0.68;0.66;0.59;0.57;0.54;0.55;0.55;0.54;0.56;0.57;0.6;0.6;0.58;0.59
10;37;1;30;10037001_30_59;2014;9;8;0.49;0.5;0.5;0.49;0.5;0.51;0.49;0.5;0.52;0.49;0.47;0.47;0.46;0.47;0.47;0.48;0.47;0.49;0.5;0.54;0.59;0.64;0.59;0.5
10;37;1;30;10037001_30_59;2014;4;29;0.01;0.01;0.01;0.01;0.01;0.01;0.02;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01
10;37;1;30;10037001_30_59;2014;5;1;0.01;0.01;0.01;0.01;0.01;0.01;0.02;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.03;0.04;0.05;0.03
10;37;1;30;10037001_30_59;2014;2;7;0.05;0.04;0.04;0.04;0.04;0.04;0.04;0.04;0.04;0.04;0.04;0.05;0.05;0.05;0.05;0.06;0.06;0.06;0.06;0.06;0.06;0.05;0.05;0.05
10;37;1;30;10037001_30_59;2014;9;24;0.56;0.54;0.55;0.55;0.56;0.58;0.59;0.64;0.59;0.56;0.59;0.61;0.54;0.54;0.53;0.56;0.54;0.53;0.56;0.69;0.73;0.61;0.55;0.54
10;37;1;30;10037001_30_59;2014;4;26;0.03;0.03;0.03;0.03;0.02;0.02;0.02;0.03;0.03;0.03;0.03;0.03;0.03;0.02;0.01;0.06;0.01;0.01;0.01;0.02;0.02;0.02;0.02;0.02
10;37;1;30;10037001_30_59;2014;8;29;0.53;0.53;0.54;0.54;0.55;0.58;0.61;0.63;0.6;0.56;0.54;0.53;0.52;0.51;0.49;0.48;0.48;0.48;0.47;0.56;0.64;0.66;0.61;0.62
10;37;1;30;10037001_30_59;2014;10;6;0.58;0.57;0.57;0.58;0.6;0.62;0.65;0.7;0.73;0.71;0.72;0.68;0.66;0.66;0.6;0.58;0.57;0.58;0.56;0.6;0.64;0.62;0.58;0.55
10;37;1;30;10037001_30_59;2014;2;13;0.07;0.07;0.06;0.07;0.07;0.06;0.06;0.06;0.07;0.07;0.08;0.09;0.08;0.08;0.08;0.08;0.08;0.09;0.09;0.1;0.09;0.09;0.08;0.07
10;37;1;30;10037001_30_59;2014;7;5;0.59;0.57;0.61;0.62;0.63;0.66;0.64;0.63;0.66;0.65;0.58;0.51;0.49;0.47;0.48;0.5;0.53;0.5;0.46;0.46;0.46;0.46;0.46;0.46
10;37;1;30;10037001_30_59;2014;2;6;0.06;0.06;0.06;0.06;0.06;0.05;0.05;0.05;0.05;0.05;0.05;0.05;0.05;0.06;0.06;0.06;0.06;0.06;0.05;0.05;0.05;0.05;0.05;0.04
10;37;1;30;10037001_30_59;2014;2;5;0.05;0.06;0.06;0.05;0.05;0.05;0.04;0.04;0.06;0.06;0.05;0.06;0.05;0.05;0.04;0.05;0.05;0.05;0.06;0.05;0.05;0.05;0.05;0.05
10;37;1;30;10037001_30_59;2014;10;5;0.78;0.8;0.79;0.78;0.77;0.78;0.83;0.84;0.8;0.73;0.7;0.68;0.67;0.65;0.65;0.67;0.63;0.63;0.63;0.61;0.59;0.6;0.6;0.59
10;37;1;30;10037001_30_59;2014;6;24;0.48;0.47;0.68;0.54;0.48;0.47;0.49;0.55;0.51;0.49;0.48;0.47;0.47;0.49;0.51;0.49;0.5;0.51;0.51;0.54;0.53;0.51;0.49;0.51
10;37;1;30;10037001_30_59;2014;5;3;0.02;0.01;0.01;0.01;0.01;0.01;0.02;0.02;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.02;0.01;0.01;0.01;0.03;0.04;0.02;0.02;0.03
10;37;1;30;10037001_30_59;2014;10;4;0.72;0.71;0.58;0.6;0.62;0.65;0.68;0.73;0.81;0.69;0.68;0.67;0.61;0.58;0.56;0.54;0.51;0.56;0.68;0.68;0.59;0.61;0.67;0.74
10;37;1;30;10037001_30_59;2014;6;1;0.49;0.48;0.49;0.49;0.59;0.55;0.59;0.58;0.55;0.55;0.53;0.54;0.52;0.52;0.5;0.51;0.52;0.51;0.51;0.51;0.49;0.68;0.63;0.55
10;37;1;30;10037001_30_59;2014;2;12;0.05;0.06;0.05;0.05;0.06;0.05;0.06;0.06;0.06;0.07;0.07;0.07;0.07;0.07;0.07;0.07;0.07;0.07;0.07;0.07;0.07;0.07;0.07;0.07
10;37;1;30;10037001_30_59;2014;5;11;0.03;0.04;0.04;0.04;0.03;0.03;0.02;0.02;0.02;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.03;0.03;0.03;0.01
10;37;1;30;10037001_30_59;2014;6;2;0.48;0.48;0.49;0.49;0.5;0.53;0.73;0.62;0.61;0.61;0.56;0.53;0.53;0.52;0.52;0.51;0.51;0.51;0.51;0.55;0.59;0.63;0.65;0.71
10;37;1;30;10037001_30_59;2014;8;14;0.53;0.53;0.53;0.58;0.65;0.64;2.34;1.38;0.57;0.59;0.56;0.52;0.52;0.53;0.52;0.53;0.53;0.53;0.52;0.53;0.6;0.66;0.57;0.54
10;37;1;30;10037001_30_59;2014;2;4;0.04;0.04;0.04;0.04;0.04;0.04;0.04;0.04;0.04;0.04;0.04;0.04;0.04;0.05;0.04;0.05;0.05;0.05;0.05;0.05;0.05;0.05;0.05;0.05
10;37;1;30;10037001_30_59;2014;9;19;0.52;0.51;0.51;0.51;0.5;0.5;0.53;0.54;0.6;0.6;0.57;0.58;0.57;0.56;0.57;0.54;0.56;0.56;0.55;0.55;0.55;0.55;0.55;0.58
10;37;1;30;10037001_30_59;2014;7;16;0.56;0.57;0.55;0.59;0.6;0.62;0.72;0.73;0.68;0.66;0.57;0.55;0.52;0.49;0.52;0.58;0.5;0.49;0.49;0.55;0.64;0.55;0.55;0.55
10;37;1;30;10037001_30_59;2014;2;3;0.86;0.86;0.92;0.9;0.87;0.94;0.96;0.93;0.89;0.91;0.91;0.55;0.05;0.04;0.04;0.04;0.04;0.05;0.05;0.06;0.06;0.05;0.04;0.05
10;37;1;30;10037001_30_59;2014;9;11;0.48;0.49;0.49;0.48;0.47;0.5;0.49;0.5;0.59;0.51;0.5;0.5;0.49;0.49;0.5;0.5;0.48;0.48;0.48;0.54;0.52;0.52;0.51;0.56
10;37;1;30;10037001_30_59;2014;3;25;0.06;0.06;0.06;0.06;0.06;0.07;0.06;0.07;0.09;0.09;0.06;0.05;0.05;0.05;0.05;0.05;0.05;0.04;0.05;0.05;0.05;0.05;0.06;0.06
10;37;1;30;10037001_30_59;2014;9;10;0.52;0.52;0.52;0.55;0.55;0.56;0.61;0.61;0.54;0.52;0.51;0.52;0.49;0.49;0.48;0.49;0.49;0.53;0.49;0.47;0.46;0.46;0.47;0.49
10;37;1;30;10037001_30_59;2014;9;7;0.5;0.51;0.52;0.52;0.51;0.51;0.59;0.29;0.55;0.51;0.49;0.49;0.48;0.5;0.47;0.47;0.48;0.48;0.48;0.91;0.57;0.55;0.67;0.55
10;37;1;30;10037001_30_59;2014;8;31;0.65;0.65;0.65;0.64;0.63;0.64;0.67;0.69;0.66;0.65;0.63;0.6;0.57;0.58;0.58;0.57;0.56;0.55;0.56;0.59;0.69;0.62;0.65;0.56
10;37;1;30;10037001_30_59;2014;8;21;0.54;0.53;0.53;0.53;0.54;0.56;0.56;0.56;0.57;0.56;0.56;0.52;0.48;0.47;0.47;0.47;0.47;0.48;0.5;0.52;0.52;0.52;0.51;0.5
10;37;1;30;10037001_30_59;2014;2;2;0.82;0.82;0.81;0.82;0.84;0.83;0.83;0.86;0.81;0.82;0.79;0.85;0.88;0.92;0.94;0.96;0.98;0.94;0.86;0.81;0.85;0.9;0.84;0.84
10;37;1;30;10037001_30_59;2014;5;15;0.01;0.01;0.02;0.02;0.02;0.03;0.05;0.02;0.02;0.02;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01
10;37;1;30;10037001_30_59;2014;8;26;1.64;1.93;1.64;2.04;1.89;1.68;1.39;1.02;0.91;0.72;0.61;0.52;0.52;0.49;0.48;0.47;0.46;0.47;0.46;0.49;0.49;0.48;0.47;0.48
10;37;1;30;10037001_30_59;2014;3;24;0.07;0.07;0.07;0.07;0.07;0.07;0.06;0.08;0.08;0.08;0.07;0.06;0.07;0.07;0.07;0.06;0.06;0.06;0.06;0.07;0.06;0.06;0.06;0.07
10;37;1;30;10037001_30_59;2014;4;13;0.05;0.04;0.03;0.03;0.04;0.04;0.04;0.06;0.05;0.04;0.03;0.02;0.01;0.01;0.01;0.01;0.02;0.01;0.02;0.05;0.05;0.05;0.04;0.03
10;37;1;30;10037001_30_59;2014;10;19;0.71;0.68;0.73;0.69;0.66;0.66;0.69;0.82;0.77;0.65;0.58;0.57;0.56;0.57;0.59;0.61;0.61;0.61;0.73;0.89;0.74;0.66;0.66;0.64
10;37;1;30;10037001_30_59;2014;10;20;0.6;0.61;0.61;0.6;0.62;0.6;0.76;0.89;0.79;0.66;0.65;0.66;0.64;0.59;0.58;0.59;0.6;0.75;0.84;0.75;0.77;0.68;0.72;0.68
10;37;1;30;10037001_30_59;2014;10;21;0.66;0.66;0.66;0.65;0.64;0.65;0.88;1.05;0.89;0.69;0.7;0.69;0.69;0.65;0.64;0.65;0.63;0.92;1.02;0.97;0.86;0.65;0.62;0.58
10;37;1;30;10037001_30_59;2014;10;22;0.58;0.58;0.56;0.53;0.57;0.61;0.87;1.12;1.15;0.8;0.6;0.56;0.57;0.54;0.54;0.54;0.51;0.51;0.97;1.04;0.76;0.62;0.6;0.59
10;37;1;30;10037001_30_59;2014;10;23;0.6;0.58;0.6;0.61;0.61;0.64;0.82;0.91;0.85;0.75;0.6;0.6;0.59;0.62;0.61;0.59;0.62;0.66;0.9;0.77;0.77;0.65;0.66;0.62
10;37;1;30;10037001_30_59;2014;10;24;0.63;0.64;0.67;0.64;0.6;0.62;0.82;0.84;0.83;0.84;0.75;0.67;0.61;0.56;0.58;0.58;0.57;0.66;0.77;0.78;0.65;0.58;0.54;0.56
10;37;1;30;10037001_30_59;2014;10;25;0.59;0.58;0.59;0.64;0.63;0.59;0.61;0.64;0.66;0.6;0.56;0.58;0.59;0.63;0.62;0.59;0.57;0.61;0.69;0.62;0.59;0.63;0.6;0.57
10;37;1;30;10037001_30_59;2014;10;26;0.56;0.63;0.64;0.74;0.74;0.65;0.66;0.64;0.65;0.65;0.6;0.61;0.59;0.58;0.57;0.55;0.56;0.64;0.77;0.76;0.67;0.66;0.61;0.62
10;37;1;30;10037001_30_59;2014;10;27;0.65;0.67;0.68;0.59;0.59;0.59;0.61;0.72;0.89;0.8;0.6;0.58;0.6;0.63;0.58;0.58;0.6;0.77;1.04;0.82;0.8;0.91;0.66;0.64
10;37;1;30;10037001_30_59;2014;10;28;0.67;0.75;0.75;0.74;0.69;0.68;0.69;0.76;0.76;0.66;0.68;0.67;0.69;0.65;0.62;0.66;0.64;0.63;0.7;0.92;0.89;0.79;0.73;0.66
10;37;1;30;10037001_30_59;2014;10;29;0.66;0.66;0.64;0.63;0.64;0.65;0.67;0.83;0.78;0.67;0.66;0.68;0.69;0.62;0.59;0.59;0.59;0.64;0.74;0.96;0.79;0.75;0.65;0.6
10;37;1;30;10037001_30_59;2014;10;30;0.59;0.59;0.59;0.59;0.62;0.63;0.65;0.88;0.94;0.66;0.65;0.68;0.64;0.63;0.61;0.61;0.63;0.73;0.79;0.81;0.83;0.75;0.73;0.69
10;37;1;30;10037001_30_59;2014;10;31;0.83;0.87;0.73;0.66;0.65;0.64;0.68;0.73;0.83;0.79;0.58;0.6;0.56;0.55;0.54;0.59;0.72;0.79;0.81;0.79;0.82;0.97;0.9;0.82
10;37;1;30;10037001_30_59;2014;11;22;1.06;1.08;1.09;1.07;1.04;1.04;1.07;1.13;1.08;1.18;1.1;1.03;0.99;1.05;1.05;1.05;1.04;1.04;1.08;1.06;1.05;1.09;1.14;1.15
10;37;1;30;10037001_30_59;2014;12;5;1.42;1.37;1.66;1.69;1.73;1.73;1.65;1.61;1.77;1.82;1.78;1.89;1.74;1.52;1.48;1.4;1.45;1.76;1.64;1.81;1.96;2.04;1.88;1.59
10;37;1;30;10037001_30_59;2014;12;20;0.91;0.89;0.88;0.95;0.95;0.93;0.95;0.97;0.96;0.95;0.97;0.93;0.92;0.94;0.98;1.03;1.06;1.09;1.11;1.12;1.17;1.21;1.24;1.3
10;37;1;30;10037001_30_59;2014;11;28;0.82;0.89;0.83;0.82;0.82;0.75;0.75;0.76;0.8;0.88;0.87;0.93;0.93;1.0;1.01;0.91;0.9;1.01;1.13;1.44;1.36;1.05;0.87;0.87
10;37;1;30;10037001_30_59;2014;11;23;1.19;1.22;1.31;1.13;0.78;0.76;0.69;0.68;0.68;0.68;0.69;0.79;0.8;0.82;0.81;0.76;0.73;0.87;0.89;0.89;0.75;0.75;0.77;0.79
10;37;1;30;10037001_30_59;2014;11;19;0.94;0.94;0.95;0.96;0.98;0.95;0.95;0.91;0.91;0.93;0.94;0.94;0.94;0.96;1.01;1.11;1.09;1.18;1.23;1.13;1.03;1.0;0.95;0.97
10;37;1;30;10037001_30_59;2014;12;30;1.13;1.31;1.27;1.27;1.24;1.29;1.02;0.99;1.19;1.32;1.09;1.03;1.05;1.3;1.05;0.96;0.98;1.54;1.7;1.44;1.44;1.2;1.06;1.03
10;37;1;30;10037001_30_59;2014;12;29;0.99;0.9;0.9;0.92;0.94;0.86;0.91;0.89;1.1;1.24;0.97;0.96;0.96;0.97;0.96;0.98;0.98;0.95;1.06;1.55;1.33;1.36;1.35;1.17
10;37;1;30;10037001_30_59;2014;12;8;1.09;1.11;1.11;1.09;1.02;0.95;0.94;0.93;0.95;1.09;1.17;1.49;1.22;1.03;0.99;1.0;1.05;1.02;1.05;1.08;1.01;1.01;0.99;0.98
10;37;1;30;10037001_30_59;2014;11;11;0.44;0.44;0.44;;;;;;;;;;;;;;;;;;;;;
10;37;1;30;10037001_30_59;2014;11;29;0.88;0.86;0.88;0.99;0.89;0.89;0.93;0.93;1.01;1.05;1.0;0.95;0.91;0.95;0.99;0.98;0.99;1.03;1.11;1.16;1.08;1.08;1.15;1.14
10;37;1;30;10037001_30_59;2014;12;15;;;;;;;;;;0.79;0.81;0.82;0.8;0.67;0.63;0.62;0.65;0.69;0.71;0.75;0.73;0.75;0.74;0.75
10;37;1;30;10037001_30_59;2014;12;10;1.21;0.97;1.02;0.95;0.95;0.91;0.91;0.95;1.04;1.2;1.58;1.14;1.05;1.11;1.11;1.07;1.13;1.4;1.34;1.58;1.57;1.28;1.09;1.08
10;37;1;30;10037001_30_59;2014;12;27;0.95;1.01;0.89;0.85;0.83;0.82;0.84;0.83;0.97;0.99;1.09;1.29;1.05;0.93;0.93;0.95;0.91;0.91;1.01;1.09;1.13;1.22;1.22;1.33
10;37;1;30;10037001_30_59;2014;12;6;1.54;1.44;1.38;1.3;1.31;1.26;1.19;1.14;1.3;1.25;1.58;1.32;1.15;1.1;1.06;0.97;1.04;1.17;1.26;1.23;1.09;1.35;1.47;1.06
10;37;1;30;10037001_30_59;2014;12;24;1.04;1.08;1.26;1.43;1.12;0.9;0.98;1.2;1.22;1.07;1.03;1.02;0.95;0.97;0.9;0.97;0.99;1.01;1.33;1.37;1.25;1.38;1.27;0.99
10;37;1;30;10037001_30_59;2014;11;10;0.44;0.44;0.44;0.44;0.44;0.44;0.44;0.44;0.44;0.43;0.43;0.43;0.43;0.43;0.44;0.45;0.44;0.44;0.44;0.44;0.44;0.44;0.44;0.44
10;37;1;30;10037001_30_59;2014;11;9;0.45;0.44;0.45;0.45;0.45;0.44;0.45;0.44;0.44;0.44;0.44;0.44;0.44;0.45;0.44;0.44;0.44;0.44;0.44;0.44;0.44;0.44;0.44;0.44
10;37;1;30;10037001_30_59;2014;11;18;;;;;;;;;;;;0.94;0.88;0.87;0.87;0.87;0.9;0.92;0.94;1.0;0.93;0.92;0.96;0.93
10;37;1;30;10037001_30_59;2014;12;7;1.11;1.12;1.11;1.08;1.05;1.04;1.07;1.07;1.0;1.02;1.0;0.93;0.92;0.94;0.94;0.94;0.98;1.38;1.08;1.34;1.07;1.06;1.36;1.19
10;37;1;30;10037001_30_59;2014;12;2;1.02;1.04;1.05;1.05;1.04;1.07;1.09;1.03;1.29;1.07;1.02;1.05;1.02;1.07;1.07;1.03;1.09;1.15;1.2;1.15;1.3;1.26;1.32;1.09
10;37;1;30;10037001_30_59;2014;12;21;1.29;1.27;1.23;1.24;1.26;1.29;1.3;1.29;1.29;1.32;1.36;1.35;1.35;1.27;1.13;1.1;1.06;1.45;1.62;1.52;1.53;1.4;1.23;1.07
10;37;1;30;10037001_30_59;2014;12;28;1.44;1.49;1.38;1.26;1.04;0.94;0.88;0.87;0.84;0.85;0.84;0.85;0.84;0.8;0.77;0.81;0.85;0.87;0.93;1.03;0.96;1.0;1.07;1.06
10;37;1;30;10037001_30_59;2014;11;8;0.45;0.45;0.45;0.45;0.45;0.45;0.45;0.45;0.45;0.45;0.45;0.45;0.45;0.45;0.45;0.45;0.45;0.45;0.45;0.45;0.45;0.45;0.45;0.45
10;37;1;30;10037001_30_59;2014;12;19;0.87;0.83;0.82;0.82;0.82;0.84;0.84;0.83;0.84;0.86;0.87;0.87;0.87;0.88;0.92;0.96;0.91;0.92;0.93;0.94;0.95;0.94;0.92;0.94
10;37;1;30;10037001_30_59;2014;12;17;0.67;0.65;0.63;0.63;0.63;0.64;0.64;0.7;0.93;0.99;0.68;0.67;0.67;0.67;0.69;0.68;0.69;0.8;0.85;0.83;0.83;0.83;0.81;0.77
10;37;1;30;10037001_30_59;2014;11;24;0.82;0.85;0.92;0.81;0.85;0.84;0.99;1.07;1.16;1.09;1.12;1.12;1.11;1.03;1.02;0.99;0.98;1.19;1.18;1.26;1.7;1.4;1.18;1.13
10;37;1;30;10037001_30_59;2014;11;7;0.46;0.46;0.46;0.46;0.46;0.46;0.46;0.46;0.46;0.46;0.46;0.46;0.45;0.45;0.45;0.45;0.45;0.45;0.45;0.45;0.45;0.45;0.46;0.45
10;37;1;30;10037001_30_59;2014;11;20;0.95;0.93;0.94;0.92;0.89;0.87;0.84;0.85;0.88;0.96;1.09;1.11;1.05;1.06;1.01;1.0;1.0;1.05;1.09;1.38;1.24;1.12;1.09;1.1
10;37;1;30;10037001_30_59;2014;12;31;0.99;0.97;0.94;0.94;0.96;0.93;0.91;0.9;1.0;1.12;1.5;1.79;1.4;1.34;1.21;1.1;1.18;1.26;1.47;1.56;1.49;1.46;1.31;1.27
10;37;1;30;10037001_30_59;2014;11;30;1.07;1.05;0.91;0.94;0.96;0.96;1.01;0.97;1.06;1.13;1.65;1.04;0.98;1.06;1.01;0.96;0.95;1.11;1.33;1.09;1.0;1.07;1.08;1.08
10;37;1;30;10037001_30_59;2014;12;18;0.8;0.79;0.77;0.8;0.83;0.87;0.8;0.78;0.81;0.9;0.94;0.94;0.99;1.0;0.94;0.92;0.98;0.95;0.99;0.98;0.98;1.0;1.0;1.03
10;37;1;30;10037001_30_59;2014;11;6;0.48;0.47;0.47;0.47;0.47;0.47;0.47;0.47;0.46;0.47;0.47;0.47;0.47;0.47;0.47;0.46;0.47;0.46;0.47;0.47;0.46;0.46;0.46;0.47
10;37;1;30;10037001_30_59;2014;11;21;1.07;1.02;1.06;1.06;1.01;1.05;1.08;1.01;1.13;1.1;1.03;1.01;0.97;0.95;0.91;0.89;0.88;0.9;1.33;1.23;1.09;1.07;1.09;1.08
10;37;1;30;10037001_30_59;2014;12;3;1.1;1.14;1.12;1.0;1.13;1.03;1.14;1.19;1.39;1.21;1.15;1.21;1.22;1.17;1.11;1.16;1.2;1.47;1.52;1.84;1.78;1.61;1.43;1.43
10;37;1;30;10037001_30_59;2014;12;22;0.98;0.87;0.86;0.85;0.85;0.89;0.98;0.91;0.97;1.04;1.25;1.14;1.13;1.08;0.98;0.99;0.96;1.21;1.19;1.14;1.23;1.12;1.19;1.52
10;37;1;30;10037001_30_59;2014;11;5;;;;;;;;0.52;0.52;0.52;0.52;0.52;0.52;0.5;0.51;0.5;0.49;0.49;0.48;0.48;0.48;0.48;0.48;0.48
10;37;1;30;10037001_30_59;2014;11;26;0.99;1.02;1.02;1.05;1.06;1.02;0.99;0.94;1.08;1.04;1.11;0.98;0.91;0.92;0.9;0.83;0.9;0.98;1.0;0.94;0.93;0.95;0.89;0.93
10;37;1;30;10037001_30_59;2014;12;12;1.03;1.12;1.3;1.12;1.03;1.01;1.07;1.11;1.09;1.08;1.01;1.15;1.11;1.06;1.1;1.07;1.11;1.15;1.23;1.22;1.1;1.06;1.11;1.18
10;37;1;30;10037001_30_59;2014;12;26;0.82;0.81;0.84;0.81;0.76;0.74;0.74;0.88;1.0;1.07;1.12;1.01;0.9;0.94;0.85;0.8;0.78;1.14;1.36;1.46;1.46;1.22;1.08;0.87
10;37;1;30;10037001_30_59;2014;12;23;1.24;1.14;1.06;1.16;1.13;1.08;0.99;0.98;1.06;1.1;1.07;1.0;0.98;1.01;0.98;0.97;0.96;1.43;1.4;1.5;1.36;1.15;1.08;0.99
10;37;1;30;10037001_30_59;2014;12;16;0.78;0.84;0.87;0.87;0.87;0.83;0.82;0.81;0.76;0.73;0.68;0.69;0.69;0.66;0.64;0.64;0.65;0.66;0.76;0.66;0.66;0.63;0.65;0.64
10;37;1;30;10037001_30_59;2014;11;25;1.15;1.12;1.06;1.23;1.02;1.22;1.32;1.28;1.29;1.2;1.37;1.36;1.07;1.26;1.21;1.12;1.04;1.21;0.99;1.01;0.99;1.1;1.04;1.06
10;37;1;30;10037001_30_59;2014;12;11;1.13;1.13;0.99;0.91;0.96;0.93;0.93;;1.1;1.07;1.16;1.14;1.14;1.15;1.12;1.09;1.15;1.88;2.33;1.48;1.27;1.16;1.12;1.07
10;37;1;30;10037001_30_59;2014;12;1;1.03;1.02;1.02;0.99;0.94;0.93;0.95;0.93;1.01;0.99;0.93;0.91;0.9;0.93;0.96;1.24;1.01;1.04;1.06;1.05;1.07;1.02;0.97;0.98
10;37;1;30;10037001_30_59;2014;11;3;0.62;0.61;0.61;0.6;0.57;;;;;;;;;;;;;;;;;;;
10;37;1;30;10037001_30_59;2014;11;27;0.93;0.92;0.9;0.86;0.86;0.84;0.82;0.8;0.82;0.81;0.82;0.84;0.84;0.86;0.83;0.74;0.8;0.8;0.8;0.82;0.83;0.82;0.85;0.87
10;37;1;30;10037001_30_59;2014;12;13;1.23;1.25;1.25;1.27;1.23;1.2;;;;;;;;;;;;;;;;;;
10;37;1;30;10037001_30_59;2014;12;4;1.53;1.55;1.49;1.49;1.52;1.41;1.58;1.55;1.75;1.54;1.6;1.62;1.54;1.53;1.52;1.46;1.48;1.51;1.48;1.57;1.43;1.42;1.46;1.48
10;37;1;30;10037001_30_59;2014;11;2;1.28;1.0;0.84;0.78;0.79;0.81;0.81;0.79;0.77;0.8;0.95;0.89;0.83;0.75;0.68;0.66;0.61;0.62;0.67;0.66;0.69;0.64;0.62;0.61
10;37;1;30;10037001_30_59;2014;11;1;0.76;0.81;0.8;0.79;0.76;0.84;0.84;0.86;0.84;0.81;0.74;0.74;0.76;0.71;0.68;0.66;0.67;0.82;1.4;1.76;1.52;1.39;1.37;1.28
10;37;1;30;10037001_30_59;2014;12;25;0.96;0.99;0.94;0.92;0.94;0.92;0.92;0.95;0.99;1.04;1.14;1.16;1.2;1.2;1.06;0.87;0.85;0.84;1.13;1.27;1.15;1.14;0.97;0.86
10;37;1;30;10037001_30_59;2014;12;9;1.02;1.04;1.02;0.98;0.97;0.97;0.98;0.95;1.02;1.01;0.96;0.92;0.91;0.93;0.96;0.99;0.98;1.04;1.17;1.16;1.46;1.34;1.04;0.97
10;37;1;30;10037001_30_59;2014;3;4;0.08;0.1;0.08;0.09;0.08;0.08;0.09;0.08;0.09;0.01;0.01;0.01;0.01;0.05;0.1;0.1;0.06;0.11;0.08;0.12;0.11;0.1;0.09;0.09
10;37;1;30;10037001_30_59;2014;8;15;0.53;0.55;0.57;0.55;0.54;0.56;0.55;0.55;0.56;0.57;0.56;0.56;0.56;0.58;0.56;0.58;0.61;0.63;0.6;0.59;0.62;0.59;0.62;0.58
10;37;1;30;10037001_30_59;2014;2;11;0.05;0.05;0.05;0.05;0.04;0.04;0.04;0.04;0.04;0.04;0.04;0.04;0.05;0.05;0.05;0.05;0.05;0.05;0.04;0.04;0.05;0.05;0.05;0.05
10;37;1;30;10037001_30_59;2014;5;12;0.01;0.01;0.01;0.01;0.01;0.02;0.04;0.06;0.03;0.02;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.02;0.02;0.01;0.02
10;37;1;30;10037001_30_59;2014;2;26;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01
10;37;1;30;10037001_30_59;2014;8;4;0.55;0.55;0.55;0.56;0.56;0.57;0.66;0.7;0.7;0.68;0.58;0.55;0.53;0.52;0.5;0.5;0.51;0.53;0.54;0.56;0.58;0.6;0.6;0.6
